Item,Type,Group,Typ_Order,DefType,Antecedent,Context_Sent_TR,Sentence,Con_file,Sen_file,I1,I1_Width,I1_Height,I1_Category,I1_Noun_DE,I1_Category_EN,I1_Noun_EN,I2_2,I2_2_Width,I2_2_Height,I2_2_Category,I2_2_Noun_DE,I2,I2_Width,I2_Height,I2_Category,I2_Noun_DE,I3,I3_Width,I3_Height,I3_Category,I3_Noun_DE,I4_2,I4_2_Width,I4_2_Height,I4_2_Category,I4_2_Noun_DE,I4,I4_Width,I4_Height,I4_Category,I4_Noun_DE,I5,I5_Width,I5_Height,I6,I6_Width,I6_Height
7,critical,C,Typ_Atyp,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de palto.",Bana paltoyu verebilir misin rica etsem?,Item7ConTR.mp3,Item7SenTR.mp3,coat1.jpeg,539,796,clothes,coat,clothes,coat,coat2.jpeg,300,300,clothes,coat,shoe1.jpeg,300,300,clothes,shoe,1contrast-van.jpg,200,128,vehicles,delivery van,sup-vehicle-2.jpg,200,169,vehicles,train,sub-racecar-1.jpg,190,110,vehicles,race car,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
7,critical,D,Atyp_Typ,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de palto.",Bana paltoyu verebilir misin rica etsem?,Item7ConTR.mp3,Item7SenTR.mp3,coat2.jpeg,300,300,clothes,coat,clothes,coat,coat1.jpeg,539,796,clothes,coat,shoe2.jpeg,528,440,clothes,shoe,1contrast-van.jpg,200,128,vehicles,delivery van,sup-vehicle-2.jpg,200,169,vehicles,train,sub-racecar-1.jpg,190,110,vehicles,race car,sup-electronics-4.jpg,192,200,contrast-red_pepper-1.jpg,200,127
8,critical,D,Typ_Atyp,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de şapka.",Bana ayakkabıyı verebilir misin rica etsem?,Item8ConTR.mp3,Item8SenTR.mp3,shoe1.jpeg,300,300,clothes,shoe,clothes,shoe,shoe2.jpeg,528,440,clothes,shoe,hat2.jpeg,1399,1037,clothes,hat,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-animal-4.jpg,177,200,sub-green_pepper-2.jpg,184,200
8,critical,C,Atyp_Typ,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de şapka.",Bana ayakkabıyı verebilir misin rica etsem?,Item8ConTR.mp3,Item8SenTR.mp3,shoe2.jpeg,528,440,clothes,shoe,clothes,shoe,shoe1.jpeg,300,300,clothes,shoe,hat1.jpeg,922,753,clothes,hat,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-animal-4.jpg,177,200,sub-green_pepper-2.jpg,184,200
8,critical,B,Typ_Atyp,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de şapka.",Bana ayakkabıyı verebilir misin rica etsem?,Item8ConTR.mp3,Item8SenTR.mp3,shoe1.jpeg,300,300,clothes,shoe,clothes,shoe,shoe2.jpeg,528,440,clothes,shoe,hat2.jpeg,1399,1037,clothes,hat,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-animal-4.jpg,177,200,sub-green_pepper-2.jpg,184,200
8,critical,A,Atyp_Typ,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir ayakkabı bir de şapka.",Bana ayakkabıyı verebilir misin rica etsem?,Item8ConTR.mp3,Item8SenTR.mp3,shoe2.jpeg,528,440,clothes,shoe,clothes,shoe,shoe1.jpeg,300,300,clothes,shoe,hat1.jpeg,922,753,clothes,hat,basic-dinosaur-2.jpg,190,110,prehistoric animals,dinosaur,1sub-trex.jpg,200,200,prehistoric animals,dinosaur,sup-beast-1.jpg,200,158,prehistoric animals,armored animal,sup-animal-4.jpg,177,200,sub-green_pepper-2.jpg,184,200
9,critical,A,Typ_Atyp,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir şapka bir de palto.",Bana şapkayı verebilir misin rica etsem?,Item9ConTR.mp3,Item9SenTR.mp3,hat1.jpeg,922,753,clothes,hat,clothes,hat,hat2.jpeg,1399,1037,clothes,hat,coat1.jpeg,539,796,clothes,coat,sup-animal-2.jpg,194,200,animals,squirrel,sup-animal-5.jpg,167,200,animals,deer,sup-animal-3.jpg,200,167,animals,cow,sub-racecar-2.jpg,200,127,sub-smart_phone-2.jpg,200,144
9,critical,B,Atyp_Typ,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir şapka bir de palto.",Bana şapkayı verebilir misin rica etsem?,Item9ConTR.mp3,Item9SenTR.mp3,hat2.jpeg,1399,1037,clothes,hat,clothes,hat,hat1.jpeg,922,753,clothes,hat,coat2.jpeg,300,300,clothes,coat,sup-animal-2.jpg,194,200,animals,squirrel,sup-animal-5.jpg,167,200,animals,deer,sup-animal-3.jpg,200,167,animals,cow,sub-racecar-2.jpg,200,127,sub-smart_phone-2.jpg,200,144
9,critical,C,Typ_Atyp,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir şapka bir de palto.",Bana şapkayı verebilir misin rica etsem?,Item9ConTR.mp3,Item9SenTR.mp3,hat1.jpeg,922,753,clothes,hat,clothes,hat,hat2.jpeg,1399,1037,clothes,hat,coat1.jpeg,539,796,clothes,coat,sup-animal-2.jpg,194,200,animals,squirrel,sup-animal-5.jpg,167,200,animals,deer,sup-animal-3.jpg,200,167,animals,cow,sub-racecar-2.jpg,200,127,sub-smart_phone-2.jpg,200,144
9,critical,D,Atyp_Typ,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir şapka bir de palto.",Bana şapkayı verebilir misin rica etsem?,Item9ConTR.mp3,Item9SenTR.mp3,hat2.jpeg,1399,1037,clothes,hat,clothes,hat,hat1.jpeg,922,753,clothes,hat,coat2.jpeg,300,300,clothes,coat,sup-animal-2.jpg,194,200,animals,squirrel,sup-animal-5.jpg,167,200,animals,deer,sup-animal-3.jpg,200,167,animals,cow,sub-racecar-2.jpg,200,127,sub-smart_phone-2.jpg,200,144
10,critical,D,Typ_Atyp,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir masa bir de sandalye.",Bana sandalyeyi verebilir misin rica etsem?,Item10ConTR.mp3,Item10SenTR.mp3,chair1.jpeg,500,300,furniture,chair,furniture,chair,chair2.jpeg,190,300,furniture,chair,table1.jpeg,1048,618,furniture,table,basic-phone-2.jpg,200,164,devices,phone,sub-smart_phone-2.jpg,200,144,devices,cell phone,sup-electronics-5.jpg,200,125,devices,microwave,sup-animal-3.jpg,200,167,sub-trex-1.jpg,200,175
10,critical,C,Atyp_Typ,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir masa bir de sandalye.",Bana sandalyeyi verebilir misin rica etsem?,Item10ConTR.mp3,Item10SenTR.mp3,chair2.jpeg,190,300,furniture,chair,furniture,chair,chair1.jpeg,500,300,furniture,chair,table2.jpeg,330,170,furniture,table,basic-phone-2.jpg,200,164,devices,phone,sub-smart_phone-2.jpg,200,144,devices,cell phone,sup-electronics-5.jpg,200,125,devices,microwave,sup-animal-3.jpg,200,167,sub-trex-1.jpg,200,175
10,critical,B,Typ_Atyp,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir masa bir de sandalye.",Bana sandalyeyi verebilir misin rica etsem?,Item10ConTR.mp3,Item10SenTR.mp3,chair1.jpeg,500,300,furniture,chair,furniture,chair,chair2.jpeg,190,300,furniture,chair,table1.jpeg,1048,618,furniture,table,basic-phone-2.jpg,200,164,devices,phone,sub-smart_phone-2.jpg,200,144,devices,cell phone,sup-electronics-5.jpg,200,125,devices,microwave,sup-animal-3.jpg,200,167,sub-trex-1.jpg,200,175
10,critical,A,Atyp_Typ,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir masa bir de sandalye.",Bana sandalyeyi verebilir misin rica etsem?,Item10ConTR.mp3,Item10SenTR.mp3,chair2.jpeg,190,300,furniture,chair,furniture,chair,chair1.jpeg,500,300,furniture,chair,table2.jpeg,330,170,furniture,table,basic-phone-2.jpg,200,164,devices,phone,sub-smart_phone-2.jpg,200,144,devices,cell phone,sup-electronics-5.jpg,200,125,devices,microwave,sup-animal-3.jpg,200,167,sub-trex-1.jpg,200,175
11,critical,A,Typ_Atyp,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir kanepe bir de masa.",Bana masayı verebilir misin rica etsem?,Item11ConTR.mp3,Item11SenTR.mp3,table1.jpeg,1048,618,furniture,table,furniture,table,table2.jpeg,330,170,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vegetable-4.jpg,200,138,vegetables,leek,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-2.jpg,200,190,vegetables,root vegetable,sup-animal-2.jpg,194,200,sub-wooden_chair-2.jpg,133,200
11,critical,B,Atyp_Typ,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir kanepe bir de masa.",Bana masayı verebilir misin rica etsem?,Item11ConTR.mp3,Item11SenTR.mp3,table2.jpeg,330,170,furniture,table,furniture,table,table1.jpeg,1048,618,furniture,table,couch1.jpeg,225,225,furniture,couch,sup-vegetable-4.jpg,200,138,vegetables,leek,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-2.jpg,200,190,vegetables,root vegetable,sup-animal-2.jpg,194,200,sub-wooden_chair-2.jpg,133,200
11,critical,C,Typ_Atyp,strong,Ant_2,"Hmm, bakalım ne varmış burada? Bir kanepe bir de masa.",Bana masayı verebilir misin rica etsem?,Item11ConTR.mp3,Item11SenTR.mp3,table1.jpeg,1048,618,furniture,table,furniture,table,table2.jpeg,330,170,furniture,table,couch2.jpeg,1550,556,furniture,couch,sup-vegetable-4.jpg,200,138,vegetables,leek,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-2.jpg,200,190,vegetables,root vegetable,sup-animal-2.jpg,194,200,sub-wooden_chair-2.jpg,133,200
11,critical,D,Atyp_Typ,weak,Ant_2,"Hmm, bakalım ne varmış burada? Bir kanepe bir de masa.",Bana masayı verebilir misin rica etsem?,Item11ConTR.mp3,Item11SenTR.mp3,table2.jpeg,330,170,furniture,table,furniture,table,table1.jpeg,1048,618,furniture,table,couch1.jpeg,225,225,furniture,couch,sup-vegetable-4.jpg,200,138,vegetables,leek,sup-vegetable-5.jpg,200,132,vegetables,broccoli,sup-vegetable-2.jpg,200,190,vegetables,root vegetable,sup-animal-2.jpg,194,200,sub-wooden_chair-2.jpg,133,200
12,critical,D,Typ_Atyp,weak,Ant_1,"Hmm, bakalım ne varmış burada? Bir kanepe bir de sandalye.",Bana kanepeyi verebilir misin rica etsem?,Item12ConTR.mp3,Item12SenTR.mp3,couch1.jpeg,225,225,furniture,couch,furniture,couch,couch2.jpeg,1550,556,furniture,couch,chair1.jpeg,500,300,furniture,chair,basic-apple-1.jpg,198,200,fruit,apple,sup-fruit-2.jpg,195,200,fruit,strawberry,sup-fruit-1.jpg,196,200,fruit,watermelon,sup-animal-1.jpg,200,199,sup-beast-1.jpg,200,158
12,critical,C,Atyp_Typ,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir kanepe bir de sandalye.",Bana kanepeyi verebilir misin rica etsem?,Item12ConTR.mp3,Item12SenTR.mp3,couch2.jpeg,1550,556,furniture,couch,furniture,couch,couch1.jpeg,225,225,furniture,couch,chair2.jpeg,190,300,furniture,chair,basic-apple-1.jpg,198,200,fruit,apple,sup-fruit-2.jpg,195,200,fruit,strawberry,sup-fruit-1.jpg,196,200,fruit,watermelon,sup-animal-1.jpg,200,199,sup-beast-1.jpg,200,158
12,critical,B,Typ_Atyp,strong,Ant_1,"Hmm, bakalım ne varmış burada? Bir kanepe bir de sandalye.",Bana kanepeyi verebilir misin rica etsem?,Item12ConTR.mp3,Item12SenTR.mp3,couch1.jpeg,225,225,furniture,couch,furniture,couch,couch2.jpeg,1550,556,furniture,couch,chair1.jpeg,500,300,furniture,chair,basic-apple-1.jpg,198,200,fruit,apple,sup-fruit-2.jpg,195,200,fruit,strawberry,sup-fruit-1.jpg,196,200,fruit,watermelon,sup-animal-1.jpg,200,199,sup-beast-1.jpg,200,158
